month,data_level,level_name,Count,Amount,source_page,source_table,source_file,sheet_name
July,item,Bottled Soda,17,30.15,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Rice Noodle,12,18.35,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Pork Bun (1),9,19.91,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Ramen,13,19.33,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Braised Egg （2 half）,9,17.66,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,House Tossed Rice Noodle,1,15.68,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,White Rice-To Go,4,14.0,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,White Rice - DINE IN,16,15.8,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Chili Pepper Fried Chicken (8),1,11.99,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Shrimp (8),5,14.88,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Bottled Water,7,13.7,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Chicken Tender combo w fries and drink,1,10.5,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Braised Pork,3,8.62,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Milkis,2,7.18,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Unsweet Tea,2,7.18,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,White Rice,3,11.2,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Gift Card,1,5.99,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Open Food,3,5.75,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Ramune - Melon,1,3.59,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Starry,1,3.59,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Ramune - Strawberry,1,3.59,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Coconut Milk,1,3.59,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Ramune - Grape,1,3.59,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Braised Chicken,2,6.58,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Mai‘s special Sauce,2,2.4,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Braised Egg,2,4.78,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Braised Egg （2）,1,1.89,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Mai‘s Special Sauce,2,1.98,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Chunked Pork - 5 days exp,2,0.0,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Water,1149,0.0,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Chinese Bockchoy- 5 days exp,4,0.0,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Braised Chicken - 5 days exp,1,0.0,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Sliced Fruit  - 5 day expiration,26,0.0,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Brew Tea - 5 days exp,7,0.0,6,1,July_Data_Matrix (1).xlsx,data 3
July,item,Ramune - Orange,1,3.59,6,1,July_Data_Matrix (1).xlsx,data 3
August,item,Beef Ramen,328,5032.52,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,Lunch Special,308,4160.47,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,Beef Tossed Ramen,214,3166.6,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,Mai's BF Chicken Cutlet Combo,201,3047.09,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,Chicken Ramen,181,2613.36,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,Pork Ramen,173,2413.66,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,Beef Tossed Rice Noodle,146,2343.52,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,Sichuan Chili Wontons,181,2027.16,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,Chicken Rice Noodle Soup,132,1922.45,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,Beef Rice Noodle Soup,123,1889.06,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,House Ramen,112,1830.92,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,"Mai's Wing Wheel (Mai OG, Onion, Honey, Coco, Special)",129,1761.18,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,Chicken Tossed Rice Noodles,115,1648.14,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,Mai Special Fried Chicken(8),157,1538.48,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,Pork Tossed Ramen,116,1553.8,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,Chicken Fried Rice,130,1568.64,1,1,August_Data_Matrix (1).xlsx,data 3
August,item,Pork Tossed Rice Noodle,100,1355.56,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Chicken Tossed Ramen,101,1439.54,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Steamed Pork Buns,233,1190.88,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Shrimp Fried Rice,87,1113.51,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Beef Fried Rice,75,992.82,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Fried Pork Dumplings(10),108,970.51,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,House Rice Noodle Soup,61,997.21,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,House Fried Rice,72,1004.67,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Pork Rice Noodle Soup,63,889.57,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Steam Pork Dumplings(10),106,948.27,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Vegetable Ramen,50,684.06,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Cream Cheese Rangoon(6),117,716.65,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Brown Sugar Milk Tea w. boba,149,601.79,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,House Tossed Rice Noodle,35,560.46,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Citrus Honey Fried Chicken  (8),53,536.24,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Tempura Shrimp(3),102,487.66,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Mai's Golden Flake Fried Chicken(8),50,533.85,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Crispy Spring Roll(3),132,523.04,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Chili Pepper Fried Chicken（8）,51,509.24,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Thai Milk Tea w. boba,98,433.74,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,House Tossed Ramen,27,443.31,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Spicy Cucumber Salad,69,378.5,2,1,August_Data_Matrix (1).xlsx,data 3
August,item,Mai BF Chicken Cutlet Combo,20,347.38,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Vegetable Rice Noodle Soup,25,355.64,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Vegetable Fried Rice,31,361.06,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Pork Fried Rice,27,344.44,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Jumbo Chicken Tenders Combo (3),39,378.75,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Golden Coconut Crunch Chicken(8),33,339.86,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Wonton Soup,30,328.39,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Crispy Pork Egg Roll(3),75,295.23,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Vegetable Tossed Rice Noodle,24,324.97,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Vegetable Tossed Ramen,22,305.12,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Mai OG Fried Chicken Wings(4),51,274.32,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Brown Sugar Rice Cake (5),54,289.82,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Dr. Pepper,94,279.4,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Pepsi zero,91,260.31,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Pepsi,87,253.94,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Tangy Honey Mustard Fried Chicken (8),28,259.41,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Sweet Ice Tea,87,247.16,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Sweet Sesame Ball (6) w. red bean,48,223.93,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Strawberry Sunrise,61,249.01,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Mai's BF Chicken Cutlet,29,218.02,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Onion Glory Fried Chicken(8),23,237.88,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Golden Kiwi,49,203.94,3,1,August_Data_Matrix (1).xlsx,data 3
August,item,Unsweet Ice Tea,69,201.11,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Specialty Drink,69,203.14,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Mai Buffalo Chicken Wings(8),22,214.18,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Crispy French Fries(LG),43,168.35,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Lemonade,59,175.02,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Mango Milk Tea,40,190.2,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Strawberry Milk Tea,42,186.52,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Steam Pork Bun （3）,16,113.94,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Hot Tea,35,103.03,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Brown Sugar Milk Tea,22,99.33,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Strawberry Jas-Lemonade,23,94.87,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,BF chicken cutlet combo,7,92.5,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Mango Jas-Lemonade,17,72.87,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Plain Fried Rice,18,80.25,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,White Rice - DINE IN,48,73.59,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Starry - Sprite,23,67.46,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Matcha Milk Tea w. boba,16,72.67,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Peach Jas-Lemonade,13,58.69,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Jumbo Chicken Tenders(3),10,61.24,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Original Jas-Lemonade,13,58.29,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Gift Card,5,45.0,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Bottled Soda,15,42.74,4,1,August_Data_Matrix (1).xlsx,data 3
August,item,Ramen,17,41.2,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Lychee Jas-Lemonade,10,37.81,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Pork Bun (3),6,35.94,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Orange Crush,13,38.73,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Chunked Beef,10,39.28,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Rice Noodle,15,36.91,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Braised Pork,9,29.82,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Braised Egg （2 half）,15,26.3,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Thai Milk Tea,5,24.37,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,White Rice,9,26.92,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Blueberry Jas-Lemonade,6,20.52,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Ramune - Strawberry,5,18.23,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,BF chicken cutlet,2,15.0,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Braised Chicken,5,14.2,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Chili Pepper Fried Chicken (8),1,11.99,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Tangy Honey Mustard Fried Chicken(8),1,11.99,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Bottled Water,7,12.64,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Wasabi Spiced Fried Chicken (8),1,9.99,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Shrimp (8),4,12.84,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,White Rice-To Go,3,9.5,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Crispy French Fries,2,7.98,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Pepsi Zero,2,7.32,5,1,August_Data_Matrix (1).xlsx,data 3
August,item,Ramune - Melon,2,6.58,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Sweet Tea,2,5.98,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Jumbo Chicken Tender (3),1,5.5,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Strawberry Milk Tea  (24oz),1,5.5,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Tropical Jas-Lemonade,2,3.8,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Coconut Milk,1,3.66,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Ramune - Original,1,3.59,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Brown Sugar Milk Tea w. Boba (24oz),1,2.37,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Pork Bun (1),1,2.25,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Open Food,1,1.5,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Popping boba -,1,1.0,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Mai‘s special Sauce,1,1.0,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Popping boba - -1,1,0.0,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Sliced Fruit  - 5 day expiration,17,0.0,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Brew Tea - 5 days exp,5,0.0,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Braised Chicken - 5 days exp,4,0.0,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Chunked Pork - 5 days exp,2,0.0,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Chunked Beef - 5 days exp,8,0.0,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Water,2140,0.0,6,1,August_Data_Matrix (1).xlsx,data 3
August,item,Braised Egg,2,3.89,6,1,August_Data_Matrix (1).xlsx,data 3
September,item,Beef Ramen,362,5626.37,1,1,September_Data_Matrix.xlsx,data 3
September,item,Lunch Special,398,5606.57,1,1,September_Data_Matrix.xlsx,data 3
September,item,Mai's BF Chicken Cutlet Combo,285,4312.18,1,1,September_Data_Matrix.xlsx,data 3
September,item,Pork Ramen,242,3360.22,1,1,September_Data_Matrix.xlsx,data 3
September,item,Chicken Ramen,205,2976.79,1,1,September_Data_Matrix.xlsx,data 3
September,item,Beef Tossed Ramen,188,2867.41,1,1,September_Data_Matrix.xlsx,data 3
September,item,Beef Tossed Rice Noodle,154,2519.72,1,1,September_Data_Matrix.xlsx,data 3
September,item,Mai Special Fried Chicken(8),210,2225.58,1,1,September_Data_Matrix.xlsx,data 3
September,item,Sichuan Chili Wontons,185,2054.87,1,1,September_Data_Matrix.xlsx,data 3
September,item,House Ramen,119,1972.32,1,1,September_Data_Matrix.xlsx,data 3
September,item,"Mai's Wing Wheel (Mai OG, Onion, Honey, Coco, Special)",144,1968.55,1,1,September_Data_Matrix.xlsx,data 3
September,item,Chicken Rice Noodle Soup,133,1961.81,1,1,September_Data_Matrix.xlsx,data 3
September,item,Chicken Fried Rice,148,1849.24,1,1,September_Data_Matrix.xlsx,data 3
September,item,Beef Rice Noodle Soup,115,1807.11,1,1,September_Data_Matrix.xlsx,data 3
September,item,Pork Tossed Ramen,137,1810.77,1,1,September_Data_Matrix.xlsx,data 3
September,item,Pork Tossed Rice Noodle,115,1563.27,1,1,September_Data_Matrix.xlsx,data 3
September,item,Chicken Tossed Rice Noodles,104,1523.75,2,1,September_Data_Matrix.xlsx,data 3
September,item,Steamed Pork Buns,321,1423.98,2,1,September_Data_Matrix.xlsx,data 3
September,item,Pork Rice Noodle Soup,95,1299.33,2,1,September_Data_Matrix.xlsx,data 3
September,item,Chicken Tossed Ramen,98,1399.24,2,1,September_Data_Matrix.xlsx,data 3
September,item,House Rice Noodle Soup,81,1301.92,2,1,September_Data_Matrix.xlsx,data 3
September,item,House Fried Rice,84,1206.15,2,1,September_Data_Matrix.xlsx,data 3
September,item,Shrimp Fried Rice,84,1112.14,2,1,September_Data_Matrix.xlsx,data 3
September,item,Fried Pork Dumplings(10),111,1013.36,2,1,September_Data_Matrix.xlsx,data 3
September,item,Steam Pork Dumplings(10),116,1011.17,2,1,September_Data_Matrix.xlsx,data 3
September,item,Cream Cheese Rangoon(6),148,938.89,2,1,September_Data_Matrix.xlsx,data 3
September,item,Beef Fried Rice,63,831.05,2,1,September_Data_Matrix.xlsx,data 3
September,item,Brown Sugar Milk Tea w. boba,169,734.42,2,1,September_Data_Matrix.xlsx,data 3
September,item,Thai Milk Tea w. boba,160,716.2,2,1,September_Data_Matrix.xlsx,data 3
September,item,Vegetable Fried Rice,32,672.43,2,1,September_Data_Matrix.xlsx,data 3
September,item,Crispy Spring Roll(3),133,674.23,2,1,September_Data_Matrix.xlsx,data 3
September,item,Vegetable Ramen,49,679.6,2,1,September_Data_Matrix.xlsx,data 3
September,item,House Tossed Rice Noodle,39,646.75,2,1,September_Data_Matrix.xlsx,data 3
September,item,Mai's Golden Flake Fried Chicken(8),56,596.99,2,1,September_Data_Matrix.xlsx,data 3
September,item,House Tossed Ramen,35,568.0,2,1,September_Data_Matrix.xlsx,data 3
September,item,Wonton Soup,48,538.02,2,1,September_Data_Matrix.xlsx,data 3
September,item,Pork Fried Rice,40,534.8,2,1,September_Data_Matrix.xlsx,data 3
September,item,Citrus Honey Fried Chicken  (8),48,489.69,2,1,September_Data_Matrix.xlsx,data 3
September,item,Golden Coconut Crunch Chicken(8),45,454.18,3,1,September_Data_Matrix.xlsx,data 3
September,item,Tempura Shrimp(3),95,473.75,3,1,September_Data_Matrix.xlsx,data 3
September,item,Vegetable Rice Noodle Soup,30,440.89,3,1,September_Data_Matrix.xlsx,data 3
September,item,Chili Pepper Fried Chicken（8）,44,449.47,3,1,September_Data_Matrix.xlsx,data 3
September,item,Spicy Cucumber Salad,75,412.16,3,1,September_Data_Matrix.xlsx,data 3
September,item,Vegetable Tossed Rice Noodle,29,391.93,3,1,September_Data_Matrix.xlsx,data 3
September,item,Matcha Milk Tea w. boba,81,397.22,3,1,September_Data_Matrix.xlsx,data 3
September,item,Mango Milk Tea,81,383.84,3,1,September_Data_Matrix.xlsx,data 3
September,item,Mai's BF Chicken Cutlet,54,384.46,3,1,September_Data_Matrix.xlsx,data 3
September,item,Strawberry Sunrise,91,371.18,3,1,September_Data_Matrix.xlsx,data 3
September,item,Mai BF Chicken Cutlet Combo,22,386.37,3,1,September_Data_Matrix.xlsx,data 3
September,item,Brown Sugar Rice Cake (5),68,363.09,3,1,September_Data_Matrix.xlsx,data 3
September,item,Vegetable Tossed Ramen,25,335.76,3,1,September_Data_Matrix.xlsx,data 3
September,item,Mai OG Fried Chicken Wings(4),56,305.06,3,1,September_Data_Matrix.xlsx,data 3
September,item,Golden Kiwi,68,308.61,3,1,September_Data_Matrix.xlsx,data 3
September,item,Pepsi,98,288.33,3,1,September_Data_Matrix.xlsx,data 3
September,item,Crispy Pork Egg Roll(3),72,294.48,3,1,September_Data_Matrix.xlsx,data 3
September,item,Onion Glory Fried Chicken(8),28,283.72,3,1,September_Data_Matrix.xlsx,data 3
September,item,Jumbo Chicken Tenders Combo (3),26,272.32,3,1,September_Data_Matrix.xlsx,data 3
September,item,Mai Buffalo Chicken Wings(8),27,274.23,3,1,September_Data_Matrix.xlsx,data 3
September,item,Dr. Pepper,87,257.85,3,1,September_Data_Matrix.xlsx,data 3
September,item,Sweet Ice Tea,78,231.16,3,1,September_Data_Matrix.xlsx,data 3
September,item,Steam Pork Bun （3）,33,223.69,4,1,September_Data_Matrix.xlsx,data 3
September,item,Specialty Drink,71,205.59,4,1,September_Data_Matrix.xlsx,data 3
September,item,Crispy French Fries(LG),52,207.76,4,1,September_Data_Matrix.xlsx,data 3
September,item,Sweet Sesame Ball (6) w. red bean,43,211.83,4,1,September_Data_Matrix.xlsx,data 3
September,item,Tangy Honey Mustard Fried Chicken (8),18,181.85,4,1,September_Data_Matrix.xlsx,data 3
September,item,Pepsi zero,61,180.29,4,1,September_Data_Matrix.xlsx,data 3
September,item,Strawberry Milk Tea,39,186.22,4,1,September_Data_Matrix.xlsx,data 3
September,item,Unsweet Ice Tea,48,141.77,4,1,September_Data_Matrix.xlsx,data 3
September,item,Braised Chicken,4,109.59,4,1,September_Data_Matrix.xlsx,data 3
September,item,Lemonade,38,111.42,4,1,September_Data_Matrix.xlsx,data 3
September,item,Jumbo Chicken Tenders(3),18,109.98,4,1,September_Data_Matrix.xlsx,data 3
September,item,Chunked Beef,8,106.24,4,1,September_Data_Matrix.xlsx,data 3
September,item,Hot Tea,37,109.19,4,1,September_Data_Matrix.xlsx,data 3
September,item,Lychee Jas-Lemonade,23,102.87,4,1,September_Data_Matrix.xlsx,data 3
September,item,Plain Fried Rice,25,103.28,4,1,September_Data_Matrix.xlsx,data 3
September,item,Mango Jas-Lemonade,21,88.84,4,1,September_Data_Matrix.xlsx,data 3
September,item,Strawberry Jas-Lemonade,24,93.51,4,1,September_Data_Matrix.xlsx,data 3
September,item,White Rice,27,80.94,4,1,September_Data_Matrix.xlsx,data 3
September,item,Starry - Sprite,22,64.64,4,1,September_Data_Matrix.xlsx,data 3
September,item,White Rice - DINE IN,42,62.75,4,1,September_Data_Matrix.xlsx,data 3
September,item,Orange Crush,18,47.42,4,1,September_Data_Matrix.xlsx,data 3
September,item,Rice Noodle,17,45.55,4,1,September_Data_Matrix.xlsx,data 3
September,item,Bottled Soda,12,35.81,5,1,September_Data_Matrix.xlsx,data 3
September,item,Original Jas-Lemonade,7,32.3,5,1,September_Data_Matrix.xlsx,data 3
September,item,Peach Jas-Lemonade,7,30.52,5,1,September_Data_Matrix.xlsx,data 3
September,item,Ramen,13,32.18,5,1,September_Data_Matrix.xlsx,data 3
September,item,Braised Egg （2 half）,16,27.74,5,1,September_Data_Matrix.xlsx,data 3
September,item,Pepsi Zero,6,21.96,5,1,September_Data_Matrix.xlsx,data 3
September,item,Blueberry Jas-Lemonade,5,24.73,5,1,September_Data_Matrix.xlsx,data 3
September,item,Braised Pork,4,12.68,5,1,September_Data_Matrix.xlsx,data 3
September,item,Tropical Jas-Lemonade,3,12.62,5,1,September_Data_Matrix.xlsx,data 3
September,item,Ramune - Grape,3,10.98,5,1,September_Data_Matrix.xlsx,data 3
September,item,Ramune - Strawberry,3,10.98,5,1,September_Data_Matrix.xlsx,data 3
September,item,北冰洋 Orange Soda,2,7.32,5,1,September_Data_Matrix.xlsx,data 3
September,item,Braised Egg,3,6.42,5,1,September_Data_Matrix.xlsx,data 3
September,item,Mai‘s special Sauce,5,6.15,5,1,September_Data_Matrix.xlsx,data 3
September,item,Bottled Water,3,5.25,5,1,September_Data_Matrix.xlsx,data 3
September,item,Sweet Tea,1,3.66,5,1,September_Data_Matrix.xlsx,data 3
September,item,Ramune - Melon,1,3.66,5,1,September_Data_Matrix.xlsx,data 3
September,item,White Rice-To Go,2,4.5,5,1,September_Data_Matrix.xlsx,data 3
September,item,Mai‘s Special Sauce,1,1.0,5,1,September_Data_Matrix.xlsx,data 3
September,item,Water,2320,0.0,5,1,September_Data_Matrix.xlsx,data 3
September,item,Sliced Fruit  - 5 day expiration,1,0.0,5,1,September_Data_Matrix.xlsx,data 3
September,item,House Tossed Rice Noodle,1,15.99,5,1,September_Data_Matrix.xlsx,data 3
October,item,Beef Ramen,357,5600.47,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Lunch Special,366,5149.01,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Mai's BF Chicken Cutlet Combo,266,4080.53,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Pork Ramen,227,3194.81,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Chicken Ramen,204,2934.9,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Beef Tossed Rice Noodle,155,2522.59,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Beef Tossed Ramen,170,2547.87,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Chicken Fried Rice,190,2379.19,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Mai Special Fried Chicken(8),200,2002.64,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Chicken Rice Noodle Soup,133,1979.08,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Sichuan Chili Wontons,165,1867.63,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Pork Tossed Ramen,144,1917.99,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Beef Rice Noodle Soup,118,1837.62,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Steamed Pork Buns,349,1735.84,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,House Ramen,97,1595.96,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Pork Tossed Rice Noodle,105,1423.4,1,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,"Mai's Wing Wheel (Mai OG, Onion, Honey, Coco, Special)",106,1436.39,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Chicken Tossed Ramen,93,1317.34,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Mai's Golden Flake Fried Chicken(8),81,1171.06,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Fried Pork Dumplings(10),136,1239.72,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Beef Fried Rice,82,1175.2,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Chicken Tossed Rice Noodles,73,1041.0,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Cream Cheese Rangoon(6),147,1085.89,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Shrimp Fried Rice,78,1056.36,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Steam Pork Dumplings(10),114,1008.12,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Pork Rice Noodle Soup,68,933.28,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,House Fried Rice,63,906.49,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,House Rice Noodle Soup,59,974.87,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Vegetable Fried Rice,39,805.56,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Mai's BF Chicken Cutlet,109,781.11,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Vegetable Ramen,55,771.57,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
October,item,Thai Milk Tea w. boba,166,738.59,2,1,October_Data_Matrix_20251103_214000.xlsx,data 2
